Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
sficifa,سفيسيفة,0.000524475,22,0.0,1.71246,0.00192307,0.37623,0.0,0.01,0.0339216,0.256365,1.12252,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-02-05 00:00:00
sidiach,سيدي يعيــــش,0.00129375,23,0.0,1.337,0.00491625,0.242708,0.0,0.0,0.0162246,0.485577,1.42098,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-02-05 00:00:00
elbrek,البــــــــرك,0.0006105,24,0.0,0.06,0.0023199,0.136727,0.0,0.0,0.1938,0.119658,1.53327,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-02-05 00:00:00
bezirk,بزيـــــــغ,0.000325013,25,0.0,0.1842,0.00106244,0.175489,0.0,0.214,0.84934,0.234877,3.11087,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-02-05 00:00:00
chiba,شيبـــــــة,9.73269e-07,26,0.0,0.000475792,4.92042e-06,0.000278085,0.0,0.0,1.09095,0.00969378,4.2207,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-02-05 00:00:00
masri,مصــــــري,0.0,27,0.0,5.06017,0.00609731,1.15222,0.0,0.958905,0.691901,0.462955,2.77314,5.12978,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-02-05 00:00:00
lebna,لبنــــــــة,0.00128094,28,0.0,0.778437,0.00431475,0.37376,0.0,0.0,3.76017,0.520607,11.6587,2.60028,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-02-05 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.522931,0.000332391,0.62847,0.0,0.0,0.432658,0.0812102,3.04463,0.248512,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-02-05 00:00:00
abid,العبيـــــــد,0.00029934,30,0.0,0.82827,0.0036821,0.215887,0.0,0.0,0.734283,0.232724,3.43732,0.995919,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-02-05 00:00:00
mellegue,مـــــلاق,0.0,1,0.03,5.36798,1.32874e-05,3.63853,0.12,10.7308,9.45404,14.3208,99.1584,15.5758,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-02-04 00:00:00
sarrat,سراط,0.00275095,36,0.0,7.93452,0.00275095,1.64713,0.038233,0.505268,0.678,2.68595,9.62086,4.25415,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-02-04 00:00:00
benmetir,بنيمطيــر,0.0362183,2,0.03456,33.9036,0.563986,17.9614,0.13824,5.42592,9.88153,5.52557,21.3066,18.521,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-02-04 00:00:00
kasseb,كســاب,0.0655614,3,0.028512,19.4583,0.328959,17.9133,0.114048,5.38561,11.175,6.28001,21.1508,15.0533,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-02-04 00:00:00
barbara,بربرة,0.101837,4,0.095624,59.1379,1.10899,41.4536,0.386792,35.3166,20.8577,13.4571,43.1978,60.9453,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-02-04 00:00:00
sidisalem,سيدي ســــالم,0.295722,5,0.0432,198.604,1.19891,60.1128,0.97252,47.555,93.8696,21.1832,166.173,89.0712,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-02-04 00:00:00
bouheurtma,بو هرتمـــــه,0.0996089,6,0.032221,51.4203,0.754088,29.8917,0.126919,8.31513,22.6967,12.4084,35.5566,25.2432,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-02-04 00:00:00
joumine,جوميــــــن,0.0971002,7,0.004372,30.7022,0.411343,20.0555,0.025488,1.75582,20.7104,9.93973,36.483,22.7928,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-02-04 00:00:00
ghezala,غزالـــــــة,0.00535743,8,0.0,1.86448,0.0309637,1.42066,0.0,1.0881,2.78103,0.300953,4.30062,2.88272,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-02-04 00:00:00
melah,المالح,0.0251686,33,0.06033,4.9762,0.116667,6.5842,0.22944,6.32753,5.7,3.26699,12.3243,4.4282,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-02-04 00:00:00
tine,الطين,0.0,34,0.0,3.7132,0.00455642,2.15511,0.0,0.0,2.91,1.1919,10.6557,2.3586,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-02-04 00:00:00
sejnane,سجنــــــان,0.00263917,9,0.699491,41.0527,0.118952,33.2833,3.00168,119.661,30.8919,32.5527,67.3859,81.351,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-02-04 00:00:00
zarga,الزرقة,0.0386067,10,0.0,23.68,0.963004,12.8246,0.612,2.02265,3.86,4.63803,12.5614,15.243,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-02-04 00:00:00
kebir,الكبير,0.0540105,31,0.0,22.4888,0.752444,13.3134,0.0,0.0,11.0037,4.77186,20.7495,6.1748,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-02-04 00:00:00
moula,المولى,0.0484488,32,0.11192,24.315,0.325026,8.32087,0.38503,8.47712,7.57209,2.77898,19.6786,26.3226,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-02-04 00:00:00
selbarrak,سيدي البــــراق,0.353083,11,0.43611,130.52,1.84357,92.1333,1.35291,52.8627,76.5082,56.8278,156.842,177.282,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-02-04 00:00:00
ziatine,الزياتين,0.0268158,12,0.065,13.7146,0.103879,6.01611,0.230681,5.62185,5.1,10.5507,18.5286,21.544,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-02-04 00:00:00
gamgoum,القمقوم,0.000502365,13,0.0384,15.239,0.0165882,1.99067,0.1371,3.07597,2.4864,4.16399,4.18775,17.8655,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-02-04 00:00:00
harka,الحركة,0.00172712,35,0.0,8.60487,0.00503743,4.35051,0.0,14.1918,4.39,6.40038,15.5671,29.3728,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-02-04 00:00:00
siliana,سليانـــــــة,0.00418568,14,0.0,7.72974,0.0158126,3.57232,0.0,0.1382,5.66166,3.15214,18.9864,4.84453,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-02-04 00:00:00
lakhmess,لخمـــــــاس,0.000818495,15,0.000183,1.79938,0.00673416,0.422598,0.03355,1.05129,1.62847,0.572499,6.24997,4.43127,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-02-04 00:00:00
rmil,الرميـــــــل,0.000663,16,0.0,0.6726,0.00215475,0.354611,0.0,0.011268,2.02382,0.2205,5.87857,0.3472,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-02-04 00:00:00
birmcherga,بئر المشارقـــة,0.00599145,17,0.0012,12.921,0.0213222,6.24689,0.0048,0.823384,4.8588,1.66337,15.2904,13.2202,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-02-04 00:00:00
rmel,الرمــــــل,0.0,18,0.00575,4.8747,0.00847957,5.84346,0.023,0.314714,1.25125,0.914824,11.603,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-02-04 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,3.06107,0.00395078,1.1667,0.0,0.630347,2.4881,1.50089,12.6887,8.79352,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-02-04 00:00:00
sidisaad,سيدي سعـــد,0.0440582,20,0.035411,30.675,0.105518,2.78668,0.102475,0.9966,1.48658,6.62801,30.7098,31.0469,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-02-04 00:00:00
elhaouareb,هـــــــوارب,7.26454e-05,21,0.0,0.00576132,0.00135847,0.110369,0.00108,0.08568,1.37654,2.37591,10.1424,0.509151,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-02-04 00:00:00
sficifa,سفيسيفة,0.000524475,22,0.0,1.71246,0.0013986,0.375705,0.0,0.01,0.0339216,0.256281,1.12131,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-02-04 00:00:00
sidiach,سيدي يعيــــش,0.00129375,23,0.0,1.337,0.0036225,0.241414,0.0,0.0,0.0162246,0.48259,1.4204,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-02-04 00:00:00
elbrek,البــــــــرك,0.0006105,24,0.0,0.06,0.0017094,0.136117,0.0,0.0,0.1938,0.119231,1.52635,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-02-04 00:00:00
bezirk,بزيـــــــغ,0.000244442,25,0.0,0.1842,0.000737424,0.175164,0.0,0.214,0.84934,0.234779,3.08053,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-02-04 00:00:00
chiba,شيبـــــــة,9.19198e-07,26,0.0,0.000475792,3.94715e-06,0.000277111,0.0,0.0,1.09095,0.0096876,4.18174,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-02-04 00:00:00
masri,مصــــــري,0.0,27,0.0,5.05226,0.00609731,1.15222,0.0,0.958905,0.691901,0.462955,2.74843,5.13766,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-02-04 00:00:00
lebna,لبنــــــــة,0.00121352,28,0.0,0.778437,0.00303381,0.372479,0.0,0.0,3.76017,0.519057,11.5244,2.60028,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-02-04 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.525684,0.000332391,0.62847,0.0,0.0,0.432658,0.0808737,3.02917,0.248512,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-02-04 00:00:00
abid,العبيـــــــد,0.0,30,0.0,0.82827,0.00338276,0.215588,0.0,0.0,0.734283,0.232247,3.41109,0.995919,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-02-04 00:00:00
mellegue,مـــــلاق,0.0,1,0.03,5.39949,1.32874e-05,3.63853,0.09,10.7008,9.45404,14.3185,98.8207,15.6059,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-02-03 00:00:00
sarrat,سراط,0.0,36,0.017407,7.93452,0.0,1.64438,0.038233,0.505268,0.678,2.68422,9.59664,4.25415,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-02-03 00:00:00
benmetir,بنيمطيــر,0.0141641,2,0.03456,33.9036,0.527767,17.9252,0.10368,5.39136,9.88153,5.49529,20.9537,18.4918,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-02-03 00:00:00
kasseb,كســاب,0.0650326,3,0.028512,19.4236,0.263398,17.8477,0.085536,5.3571,11.175,6.21817,20.7517,15.0837,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-02-03 00:00:00
barbara,بربرة,0.141557,4,0.095624,59.1379,1.00715,41.3518,0.291168,35.221,20.8577,13.3582,42.4528,60.9453,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-02-03 00:00:00
sidisalem,سيدي ســــالم,0.183855,5,0.44306,198.351,0.903188,59.817,0.92932,47.5118,93.8696,20.846,162.821,89.0712,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-02-03 00:00:00
bouheurtma,بو هرتمـــــه,0.15154,6,0.032197,51.2636,0.654479,29.7921,0.094698,8.28291,22.6967,12.4084,34.746,25.3147,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-02-03 00:00:00
joumine,جوميــــــن,0.0969397,7,0.004372,30.614,0.314243,19.9584,0.021116,1.75145,20.7104,9.78416,35.7433,22.7433,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-02-03 00:00:00
ghezala,غزالـــــــة,0.00533538,8,0.0,1.85964,0.0256063,1.41531,0.0,1.0881,2.78103,0.293378,4.2013,2.8767,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-02-03 00:00:00
melah,المالح,0.026815,33,0.06213,5.0122,0.0914988,6.55903,0.16911,6.2672,5.7,3.22204,12.1207,4.3834,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-02-03 00:00:00
tine,الطين,0.00178295,34,0.0,3.7249,0.00455642,2.15511,0.0,0.0,2.91,1.19119,10.5518,2.3586,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-02-03 00:00:00
sejnane,سجنــــــان,0.0347993,9,0.702815,41.2423,0.116313,33.2807,2.30219,118.961,30.8919,32.0282,66.2826,81.2371,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-02-03 00:00:00
zarga,الزرقة,0.038344,10,0.612,23.644,0.924397,12.786,0.612,2.02265,3.86,4.61083,12.4236,15.217,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-02-03 00:00:00
kebir,الكبير,0.0888459,31,0.0,22.436,0.698433,13.2593,0.0,0.0,11.0037,4.74094,20.3565,6.1444,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-02-03 00:00:00
moula,المولى,0.156875,32,0.09065,24.38,0.276578,8.27242,0.27311,8.3652,7.57209,2.77802,19.4082,26.3226,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-02-03 00:00:00
selbarrak,سيدي البــــراق,0.47002,11,0.3391,130.52,1.49048,91.7802,0.9168,52.4266,76.5082,56.44,154.109,177.282,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-02-03 00:00:00
ziatine,الزياتين,0.0170414,12,0.055219,13.7555,0.077063,5.98929,0.165681,5.55685,5.1,10.5507,18.3464,21.5684,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-02-03 00:00:00
gamgoum,القمقوم,0.0,13,0.0332,15.2779,0.0160859,1.99016,0.0987,3.03757,2.4864,4.16239,4.09895,17.8655,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-02-03 00:00:00
harka,الحركة,0.00115141,35,0.0,8.60487,0.00331031,4.34879,0.0,14.1918,4.39,6.39381,15.4104,29.3728,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-02-03 00:00:00
siliana,سليانـــــــة,0.00348807,14,0.0,7.72974,0.0116269,3.56813,0.0,0.1382,5.66166,3.14917,18.7842,4.84453,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-02-03 00:00:00
lakhmess,لخمـــــــاس,0.000789349,15,0.000266,1.79938,0.00591567,0.421779,0.033367,1.0511,1.62847,0.570527,6.19181,4.43127,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-02-03 00:00:00
rmil,الرميـــــــل,0.00049725,16,0.0,0.6726,0.00149175,0.353948,0.0,0.011268,2.02382,0.220087,5.80629,0.3472,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-02-03 00:00:00
birmcherga,بئر المشارقـــة,0.00549578,17,0.0012,12.921,0.0153308,6.2409,0.0036,0.822184,4.8588,1.65649,15.1169,13.2202,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-02-03 00:00:00
rmel,الرمــــــل,0.0,18,0.00575,4.9006,0.00847957,5.84346,0.01725,0.308964,1.25125,0.913388,11.5583,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-02-03 00:00:00
nebhana,نبهانــــــة,0.00197223,19,0.0,3.07186,0.00395078,1.1667,0.0,0.630347,2.4881,1.50089,12.5998,8.83136,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-02-03 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.019253,30.675,0.0614596,2.74262,0.067064,0.961189,1.48658,6.62801,30.6567,31.1213,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-02-03 00:00:00
elhaouareb,هـــــــوارب,0.00114861,21,0.00108,0.00576132,0.00128583,0.110297,0.00108,0.08568,1.37654,2.36816,10.0932,0.509151,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-02-03 00:00:00
sficifa,سفيسيفة,0.000262238,22,0.0,1.71246,0.000874125,0.375181,0.0,0.01,0.0339216,0.256198,1.1201,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-02-03 00:00:00
sidiach,سيدي يعيــــش,0.00077625,23,0.0,1.337,0.00232875,0.24012,0.0,0.0,0.0162246,0.479603,1.41982,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-02-03 00:00:00
elbrek,البــــــــرك,0.0003663,24,0.0,0.06,0.0010989,0.135506,0.0,0.0,0.1938,0.118803,1.51942,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-02-03 00:00:00
bezirk,بزيـــــــغ,0.000162506,25,0.0,0.1842,0.000492982,0.174919,0.0,0.214,0.84934,0.234558,3.0502,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-02-03 00:00:00
chiba,شيبـــــــة,9.73269e-07,26,0.0,0.000475792,3.02795e-06,0.000276192,0.0,0.0,1.09095,0.00968103,4.14277,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-02-03 00:00:00
masri,مصــــــري,0.0,27,0.0,4.99687,0.00609731,1.15222,0.0,0.958905,0.691901,0.462324,2.72371,5.13766,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-02-03 00:00:00
lebna,لبنــــــــة,0.00101127,28,0.0,0.778437,0.00182029,0.371266,0.0,0.0,3.76017,0.517269,11.3901,2.60028,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-02-03 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.528436,0.000332391,0.62847,0.0,0.0,0.432658,0.0805625,3.01372,0.248512,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-02-03 00:00:00
abid,العبيـــــــد,0.000327193,30,0.0,0.831225,0.00338276,0.215588,0.0,0.0,0.734283,0.232247,3.38487,0.999157,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-02-03 00:00:00
mellegue,مـــــلاق,0.0,1,0.03,5.44676,1.32874e-05,3.63853,0.06,10.6708,9.45404,14.2562,98.4831,15.5758,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-02-02 00:00:00
sarrat,سراط,0.0,36,0.010122,7.96516,0.0,1.64438,0.020826,0.487861,0.678,2.68422,9.57243,4.26307,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-02-02 00:00:00
benmetir,بنيمطيــر,0.499159,2,0.03456,33.9259,0.513603,17.911,0.06912,5.3568,9.88153,5.43623,20.6008,18.4338,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-02-02 00:00:00
kasseb,كســاب,0.133865,3,0.028512,19.3889,0.198365,17.7827,0.057024,5.32858,11.175,6.15633,20.3526,15.114,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-02-02 00:00:00
barbara,بربرة,0.758744,4,0.095344,59.0965,0.865597,41.2102,0.195544,35.1253,20.8577,13.2572,41.7079,60.9453,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-02-02 00:00:00
sidisalem,سيدي ســــالم,0.537382,5,0.0432,198.604,0.719333,59.6332,0.48626,47.0688,93.8696,20.3259,159.468,88.891,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-02-02 00:00:00
bouheurtma,بو هرتمـــــه,0.461638,6,0.031555,51.0547,0.502939,29.6405,0.062501,8.25071,22.6967,12.4084,33.9354,25.3147,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-02-02 00:00:00
joumine,جوميــــــن,0.130326,7,0.014372,30.5259,0.227303,19.8715,0.026744,1.75707,20.7104,9.60017,35.0037,22.6691,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-02-02 00:00:00
ghezala,غزالـــــــة,0.0101147,8,0.0,1.8548,0.0202709,1.40997,0.0,1.0881,2.78103,0.285876,4.10198,2.87069,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-02-02 00:00:00
melah,المالح,0.0249259,33,0.05362,5.0482,0.0646838,6.53222,0.10698,6.20507,5.7,3.16035,11.9171,4.3218,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-02-02 00:00:00
tine,الطين,0.00118863,34,0.0,3.7249,0.00277347,2.15332,0.0,0.0,2.91,1.19033,10.4479,2.3586,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-02-02 00:00:00
sejnane,سجنــــــان,0.0543929,9,0.79819,41.5078,0.081514,33.2459,1.59938,118.259,30.8919,31.3804,65.1793,81.1801,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-02-02 00:00:00
zarga,الزرقة,0.848112,10,0.0,24.22,0.886053,12.7476,0.0,1.41065,3.86,4.59624,12.2857,15.204,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-02-02 00:00:00
kebir,الكبير,0.576725,31,0.0,22.348,0.609588,13.1705,0.0,0.0,11.0037,4.70981,19.9635,6.114,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-02-02 00:00:00
moula,المولى,0.0922592,32,0.09124,24.315,0.119702,8.11555,0.18246,8.27455,7.57209,2.77802,19.1377,26.337,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-02-02 00:00:00
selbarrak,سيدي البــــراق,0.657101,11,0.3403,130.324,1.02046,91.3102,0.5777,52.0875,76.5082,56.017,151.377,177.062,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-02-02 00:00:00
ziatine,الزياتين,0.0303664,12,0.05491,13.7964,0.0600215,5.97225,0.110462,5.50163,5.1,10.54,18.1643,21.5684,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-02-02 00:00:00
gamgoum,القمقوم,0.00870671,13,0.0327,15.3167,0.0160859,1.99016,0.0655,3.00437,2.4864,4.14594,4.01015,17.8512,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-02-02 00:00:00
harka,الحركة,0.00115141,35,0.0,8.60487,0.0021589,4.34763,0.0,14.1918,4.39,6.39381,15.2536,29.4156,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-02-02 00:00:00
siliana,سليانـــــــة,0.00348807,14,0.0,7.72974,0.00813882,3.56465,0.0,0.1382,5.66166,3.1466,18.582,4.84453,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-02-02 00:00:00
lakhmess,لخمـــــــاس,0.00334529,15,0.007715,1.79938,0.00512632,0.42099,0.033101,1.05084,1.62847,0.568649,6.13365,4.43127,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-02-02 00:00:00
rmil,الرميـــــــل,0.0003315,16,0.0,0.6726,0.0009945,0.353451,0.0,0.011268,2.02382,0.220087,5.73401,0.3508,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-02-02 00:00:00
birmcherga,بئر المشارقـــة,0.00466967,17,0.0012,12.921,0.009835,6.2354,0.0024,0.820984,4.8588,1.64927,14.9434,13.2202,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-02-02 00:00:00
rmel,الرمــــــل,0.00847957,18,0.00575,4.9265,0.00847957,5.84346,0.0115,0.303214,1.25125,0.912012,11.5136,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-02-02 00:00:00
nebhana,نبهانــــــة,0.0,19,0.0,3.07186,0.00197854,1.16473,0.0,0.630347,2.4881,1.50052,12.511,8.85028,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-02-02 00:00:00
sidisaad,سيدي سعـــد,0.0228184,20,0.017825,30.7494,0.0614596,2.74262,0.047811,0.941936,1.48658,6.54694,30.6036,31.0469,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-02-02 00:00:00
elhaouareb,هـــــــوارب,6.05378e-05,21,0.0,0.00576132,0.000137219,0.109148,0.0,0.0846,1.37654,2.36052,10.0441,0.509151,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-02-02 00:00:00
sficifa,سفيسيفة,0.000262238,22,0.0,1.71246,0.000611887,0.374919,0.0,0.01,0.0339216,0.256114,1.11889,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-02-02 00:00:00
sidiach,سيدي يعيــــش,0.00077625,23,0.0,1.337,0.0015525,0.239344,0.0,0.0,0.0162246,0.476616,1.41924,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-02-02 00:00:00
elbrek,البــــــــرك,0.0003663,24,0.0,0.06,0.0007326,0.13514,0.0,0.0,0.1938,0.118376,1.5125,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-02-02 00:00:00
bezirk,بزيـــــــغ,0.000207571,25,0.0,0.1842,0.000330475,0.174757,0.0,0.214,0.84934,0.234485,3.01986,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-02-02 00:00:00
chiba,شيبـــــــة,1.13548e-06,26,0.0,0.000475792,2.05468e-06,0.000275219,0.0,0.0,1.09095,0.00967485,4.10381,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-02-02 00:00:00
masri,مصــــــري,0.0,27,0.0,4.94149,0.00609731,1.15222,0.0,0.958905,0.691901,0.460709,2.699,5.18492,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-02-02 00:00:00
lebna,لبنــــــــة,0.000809016,28,0.0,0.778437,0.000809016,0.370254,0.0,0.0,3.76017,0.515361,11.2558,2.60028,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-02-02 00:00:00
hma,الحمـــــى,0.000332391,29,0.0,0.531189,0.000332391,0.62847,0.0,0.0,0.432658,0.0805625,2.99827,0.250362,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-02-02 00:00:00
abid,العبيـــــــد,0.00305556,30,0.0,0.831225,0.00305556,0.21526,0.0,0.0,0.734283,0.232014,3.35864,0.999157,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-02-02 00:00:00
mellegue,مـــــلاق,1.32874e-05,1,0.03,5.47827,1.32874e-05,3.63853,0.03,10.6408,9.45404,14.2539,98.1455,15.6059,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-02-01 00:00:00
sarrat,سراط,0.0,36,0.010704,7.98048,0.0,1.64438,0.010704,0.477739,0.678,2.67539,9.54821,4.28089,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-02-01 00:00:00
benmetir,بنيمطيــر,0.0144442,2,0.03456,33.4629,0.0144442,17.4119,0.03456,5.32224,9.88153,5.39261,20.2478,18.3913,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-02-01 00:00:00
