Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
kasseb,كســاب,0.0645003,3,0.028512,19.2849,0.0645003,17.6488,0.028512,5.30007,11.175,6.0793,19.9535,15.1292,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-02-01 00:00:00
barbara,بربرة,0.106853,4,0.1002,58.4368,0.106853,40.4515,0.1002,35.03,20.8577,13.0006,40.963,60.7874,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-02-01 00:00:00
sidisalem,سيدي ســــالم,0.181952,5,0.44306,198.098,0.181952,59.0958,0.44306,47.0256,93.8696,19.8192,156.116,88.7108,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-02-01 00:00:00
bouheurtma,بو هرتمـــــه,0.0413007,6,0.030946,50.5326,0.0413007,29.1789,0.030946,8.21916,22.6967,12.4084,33.1248,25.3505,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-02-01 00:00:00
joumine,جوميــــــن,0.0969769,7,0.012372,30.411,0.0969769,19.7411,0.012372,1.7427,20.7104,9.40219,34.264,22.57,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-02-01 00:00:00
ghezala,غزالـــــــة,0.0101561,8,0.0,1.84513,0.0101561,1.39986,0.0,1.0881,2.78103,0.284317,4.00265,2.87069,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-02-01 00:00:00
melah,المالح,0.0397579,33,0.05336,5.077,0.0397579,6.50729,0.05336,6.15145,5.7,3.09305,11.7136,4.2546,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-02-01 00:00:00
tine,الطين,0.00158484,34,0.0,3.7249,0.00158484,2.15213,0.0,0.0,2.91,1.18962,10.3439,2.3586,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-02-01 00:00:00
sejnane,سجنــــــان,0.0271211,9,0.801189,41.8491,0.0271211,33.1915,0.801189,117.46,30.8919,31.0215,64.076,81.351,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-02-01 00:00:00
zarga,الزرقة,0.0379411,10,0.0,23.374,0.0379411,11.8995,0.0,1.41065,3.86,4.56894,12.1479,15.178,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-02-01 00:00:00
kebir,الكبير,0.0328625,31,0.0,21.7725,0.0328625,12.5938,0.0,0.0,11.0037,4.65594,19.5705,6.0608,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-02-01 00:00:00
moula,المولى,0.0274431,32,0.09122,24.315,0.0274431,8.02329,0.09122,8.18331,7.57209,2.77705,18.8673,26.337,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-02-01 00:00:00
selbarrak,سيدي البــــراق,0.363362,11,0.2374,129.936,0.363362,90.6531,0.2374,51.7472,76.5082,55.3135,148.644,176.621,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-02-01 00:00:00
ziatine,الزياتين,0.0296552,12,0.055552,13.8236,0.0296552,5.94188,0.055552,5.44672,5.1,10.4831,17.9821,21.5196,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-02-01 00:00:00
gamgoum,القمقوم,0.00737915,13,0.0328,15.3426,0.00737915,1.98146,0.0328,2.97167,2.4864,4.10191,3.92135,17.8083,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-02-01 00:00:00
harka,الحركة,0.00100749,35,0.0,8.60487,0.00100749,4.34648,0.0,14.1918,4.39,6.38887,15.0968,29.4156,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-02-01 00:00:00
siliana,سليانـــــــة,0.00465076,14,0.0,7.72974,0.00465076,3.56116,0.0,0.1382,5.66166,3.14482,18.3798,4.84453,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-02-01 00:00:00
lakhmess,لخمـــــــاس,0.00178103,15,0.025386,1.80424,0.00178103,0.417645,0.025386,1.04312,1.62847,0.567091,6.07549,4.43127,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-02-01 00:00:00
rmil,الرميـــــــل,0.000663,16,0.0,0.6726,0.000663,0.353119,0.0,0.011268,2.02382,0.219791,5.66173,0.3508,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-02-01 00:00:00
birmcherga,بئر المشارقـــة,0.00516534,17,0.0012,12.921,0.00516534,6.23074,0.0012,0.819784,4.8588,1.64221,14.7699,13.2202,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-02-01 00:00:00
rmel,الرمــــــل,0.0,18,0.00575,4.9265,0.0,5.83498,0.00575,0.297464,1.25125,0.910815,11.4689,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-02-01 00:00:00
nebhana,نبهانــــــة,0.00197854,19,0.0,3.08264,0.00197854,1.16473,0.0,0.630347,2.4881,1.49735,12.4221,8.8692,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-02-01 00:00:00
sidisaad,سيدي سعـــد,0.0386412,20,0.029986,30.7494,0.0386412,2.7198,0.029986,0.924111,1.48658,6.53959,30.5505,31.0469,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-02-01 00:00:00
elhaouareb,هـــــــوارب,7.66812e-05,21,0.0,0.00576132,7.66812e-05,0.109087,0.0,0.0846,1.37654,2.35359,9.99489,0.509151,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-02-01 00:00:00
sficifa,سفيسيفة,0.00034965,22,0.0,1.71246,0.00034965,0.374656,0.0,0.01,0.0339216,0.25603,1.11768,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-02-01 00:00:00
sidiach,سيدي يعيــــش,0.00077625,23,0.0,1.337,0.00077625,0.238568,0.0,0.0,0.0162246,0.473628,1.41866,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-02-01 00:00:00
elbrek,البــــــــرك,0.0003663,24,0.0,0.06,0.0003663,0.134774,0.0,0.0,0.1938,0.117949,1.50558,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-02-01 00:00:00
bezirk,بزيـــــــغ,0.000122904,25,0.0,0.1842,0.000122904,0.174549,0.0,0.214,0.84934,0.234387,2.98953,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-02-01 00:00:00
chiba,شيبـــــــة,9.19198e-07,26,0.0,0.000475792,9.19198e-07,0.000274083,0.0,0.0,1.09095,0.00966828,4.06485,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-02-01 00:00:00
masri,مصــــــري,0.00609731,27,0.0,4.89402,0.00609731,1.15222,0.0,0.958905,0.691901,0.460709,2.67429,5.1928,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-02-01 00:00:00
lebna,لبنــــــــة,0.0,28,0.0,0.778437,0.0,0.369445,0.0,0.0,3.76017,0.513573,11.1215,2.60028,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-02-01 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.531189,0.0,0.628138,0.0,0.0,0.432658,0.0803013,2.98282,0.250362,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-02-01 00:00:00
abid,العبيـــــــد,0.0,30,0.0,0.82827,0.0,0.212205,0.0,0.0,0.734283,0.231894,3.33242,0.999157,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-02-01 00:00:00
mellegue,مـــــلاق,0.0,1,0.03,5.50978,0.137167,3.63852,1.03857,10.6108,12.5785,14.2517,97.8078,15.6359,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-01-31 00:00:00
sarrat,سراط,0.00227878,36,0.014828,7.99581,0.0449414,1.64438,0.037594,0.467035,0.775,2.66596,9.524,4.28981,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-01-31 00:00:00
benmetir,بنيمطيــر,0.0144449,2,0.03456,33.4847,7.94802,17.3974,1.07136,5.28768,9.80926,5.30645,19.8949,18.3062,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-01-31 00:00:00
kasseb,كســاب,0.0487268,3,0.028512,19.2502,8.8927,17.5843,0.849636,5.27156,8.23838,5.97203,19.5544,15.114,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-01-31 00:00:00
barbara,بربرة,0.0667965,4,0.099512,58.4368,13.0476,40.3446,13.3798,34.9298,18.4614,12.7445,40.2181,60.6294,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-01-31 00:00:00
sidisalem,سيدي ســــالم,0.290031,5,0.0432,198.351,26.7311,58.9139,6.92764,46.5825,84.6304,18.9427,152.763,88.1701,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-01-31 00:00:00
bouheurtma,بو هرتمـــــه,0.0425997,6,0.030258,50.4281,12.5212,29.1376,0.821786,8.18821,13.8111,12.3125,32.3142,25.4249,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-01-31 00:00:00
joumine,جوميــــــن,0.068458,7,0.007372,30.3269,13.4054,19.6442,1.02853,1.73033,16.9966,9.17748,33.5244,22.4476,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-01-31 00:00:00
ghezala,غزالـــــــة,0.00543819,8,0.0,1.83545,1.14955,1.3897,0.0,1.0881,2.15148,0.276995,3.90333,2.86467,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-01-31 00:00:00
melah,المالح,0.0272126,33,0.05484,5.0914,5.30856,6.46753,1.72872,6.09809,4.37,2.99767,11.51,4.1594,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-01-31 00:00:00
tine,الطين,0.00178295,34,0.0,3.7249,1.10954,2.15055,0.0,0.0,3.32,1.1889,10.24,2.3586,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-01-31 00:00:00
sejnane,سجنــــــان,0.0946701,9,0.799183,42.3173,23.5574,33.1644,22.3974,116.659,28.3149,30.2698,62.9728,81.1231,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-01-31 00:00:00
zarga,الزرقة,0.00310313,10,0.0,23.338,5.33529,11.8616,0.0,1.41065,5.37,4.46374,12.01,15.074,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-01-31 00:00:00
kebir,الكبير,0.0170213,31,0.0,21.7408,5.84499,12.5609,0.0,0.0,6.45991,4.56449,19.1775,5.9696,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-01-31 00:00:00
moula,المولى,0.0,32,0.07078,24.38,4.00071,7.99585,2.34032,8.09209,6.04198,2.77641,18.5969,26.337,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-01-31 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.1663,129.745,54.1468,90.2897,2.93685,51.5098,67.1137,54.3874,145.912,175.961,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-01-31 00:00:00
ziatine,الزياتين,0.01577,12,0.053932,13.8509,3.2081,5.91223,0.89406,5.39117,8.35,10.3756,17.8,21.422,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-01-31 00:00:00
gamgoum,القمقوم,0.00901139,13,0.033,15.3685,1.14781,1.97408,0.5908,2.93887,1.37065,4.10085,3.83255,17.8083,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-01-31 00:00:00
harka,الحركة,0.00158319,35,0.0,8.60487,1.56273,4.34548,0.0,14.1918,5.48,6.38755,14.94,29.4156,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-01-31 00:00:00
siliana,سليانـــــــة,0.00558091,14,0.0,7.72974,0.131474,3.55651,0.067,0.1382,5.60697,3.14264,18.1776,4.84453,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-01-31 00:00:00
lakhmess,لخمـــــــاس,0.0009785,15,0.025957,1.82852,0.0257741,0.415864,0.090822,1.01774,1.58171,0.565652,6.01733,4.43127,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-01-31 00:00:00
rmil,الرميـــــــل,0.00089505,16,0.0,0.6726,0.0158709,0.352456,0.00432,0.011268,1.39077,0.219437,5.58945,0.3508,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-01-31 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0012,12.921,0.195281,6.22557,0.0372,0.818584,4.52433,1.63365,14.5963,13.2202,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-01-31 00:00:00
rmel,الرمــــــل,0.0,18,0.00575,4.9524,0.0342399,5.83498,0.19175,0.291714,2.42798,0.909499,11.4242,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-01-31 00:00:00
nebhana,نبهانــــــة,0.00197854,19,0.0,3.08264,0.048679,1.16275,0.0,0.630347,3.34326,1.49504,12.3333,8.88812,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-01-31 00:00:00
sidisaad,سيدي سعـــد,0.0,20,0.022864,30.7494,0.390032,2.68116,0.388166,0.894125,7.94621,6.53959,30.4974,31.1213,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-01-31 00:00:00
elhaouareb,هـــــــوارب,6.86095e-05,21,0.0,0.00576132,0.00228026,0.109011,0.0,0.0846,2.40507,2.35359,9.94573,0.530032,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-01-31 00:00:00
sficifa,سفيسيفة,0.000524475,22,0.0,1.71246,0.00712753,0.374307,0.01,0.01,0.00757647,0.255928,1.11647,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-01-31 00:00:00
sidiach,سيدي يعيــــش,0.00129375,23,0.0,1.337,0.0243225,0.237791,0.0,0.0,0.0295391,0.470641,1.41809,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-01-31 00:00:00
elbrek,البــــــــرك,0.0006105,24,0.0,0.06,0.0114774,0.134407,0.0,0.0,0.21066,0.117521,1.49866,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-01-31 00:00:00
bezirk,بزيـــــــغ,0.000487519,25,0.0,0.1842,0.00662776,0.174426,0.0,0.214,0.743096,0.23424,2.9592,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-01-31 00:00:00
chiba,شيبـــــــة,9.73269e-07,26,0.0,0.000475792,3.0712e-05,0.000273164,0.0,0.0,1.11056,0.00966326,4.02589,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-01-31 00:00:00
masri,مصــــــري,0.0,27,0.0,4.83863,0.0814539,1.14612,0.0,0.958905,0.691901,0.460135,2.64958,5.1928,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-01-31 00:00:00
lebna,لبنــــــــة,0.0010836,28,0.0,0.787939,0.0397693,0.369445,0.0,0.0,3.68089,0.511904,10.9873,2.60028,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-01-31 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.533942,0.0041741,0.628138,0.0,0.0,0.402662,0.0800851,2.96737,0.250362,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-01-31 00:00:00
abid,العبيـــــــد,0.000245394,30,0.0,0.831225,0.019287,0.212205,0.0,0.0,0.684393,0.231596,3.30619,0.999157,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-01-31 00:00:00
mellegue,مـــــلاق,0.0,1,0.03,5.5413,0.137167,3.63852,1.00857,10.5808,12.5785,14.2194,97.4021,15.6359,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-01-30 00:00:00
sarrat,سراط,0.00333441,36,0.0,8.01113,0.0426626,1.6421,0.022766,0.452207,0.775,2.65566,9.499,4.29872,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-01-30 00:00:00
benmetir,بنيمطيــر,0.0144456,2,0.03456,33.5064,7.93358,17.383,1.0368,5.25312,9.80926,5.23448,19.5785,18.2353,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-01-30 00:00:00
kasseb,كســاب,0.0483333,3,0.028512,19.2329,8.84397,17.5356,0.821124,5.24305,8.23838,5.86499,19.2887,15.0989,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-01-30 00:00:00
barbara,بربرة,0.0660722,4,0.100126,58.4758,12.9808,40.2778,13.2803,34.8303,18.4614,12.6092,39.6226,60.5913,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-01-30 00:00:00
sidisalem,سيدي ســــالم,0.19708,5,0.44306,198.098,26.441,58.6238,6.88444,46.5393,84.6304,18.3791,150.033,87.6295,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-01-30 00:00:00
bouheurtma,بو هرتمـــــه,0.0235934,6,0.012332,50.3237,12.4786,29.095,0.791528,8.15795,13.8111,12.2174,31.8687,25.4249,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-01-30 00:00:00
joumine,جوميــــــن,0.125264,7,0.008372,30.2707,13.3369,19.5757,1.02116,1.72296,16.9966,8.96327,32.9761,22.3271,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-01-30 00:00:00
ghezala,غزالـــــــة,0.00540207,8,0.0,1.83062,1.14411,1.38426,0.0,1.0881,2.15148,0.27568,3.83393,2.86467,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-01-30 00:00:00
melah,المالح,0.013274,33,0.05535,5.1202,5.28135,6.44032,1.67388,6.04325,4.37,2.87433,11.369,4.0362,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-01-30 00:00:00
tine,الطين,0.0,34,0.0,3.7249,1.10776,2.14877,0.0,0.0,3.32,1.18854,10.1329,2.3586,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-01-30 00:00:00
sejnane,سجنــــــان,0.0286269,9,0.767454,42.7854,23.4627,33.0697,21.5983,115.86,28.3149,29.0517,62.0594,80.2813,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-01-30 00:00:00
zarga,الزرقة,0.00284454,10,0.0,23.338,5.33219,11.8585,0.0,1.41065,5.37,4.29375,11.8368,14.905,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-01-30 00:00:00
kebir,الكبير,0.00236138,31,0.0,21.725,5.82797,12.5439,0.0,0.0,6.45991,4.46533,18.9691,5.8708,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-01-30 00:00:00
moula,المولى,0.00250668,32,0.09146,24.458,4.00071,7.99585,2.26954,8.02131,6.04198,2.77565,18.402,26.337,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-01-30 00:00:00
selbarrak,سيدي البــــراق,0.145236,11,0.2016,129.936,54.1468,90.2897,2.77055,51.3435,67.1137,52.8522,143.747,174.64,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2024-01-30 00:00:00
ziatine,الزياتين,0.0184259,12,0.055218,13.8918,3.19233,5.89646,0.840128,5.33724,8.35,10.0251,17.5306,21.0804,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2024-01-30 00:00:00
gamgoum,القمقوم,0.0,13,0.0329,15.3944,1.1388,1.96507,0.5578,2.90587,1.37065,4.10031,3.78834,17.8083,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2024-01-30 00:00:00
harka,الحركة,0.00302246,35,0.0,8.60487,1.56115,4.34389,0.0,14.1918,5.48,6.34378,14.7632,29.3728,30.3,38.4,30.3,1.0,2016,37.0605,9.23982,77.0,2024-01-30 00:00:00
siliana,سليانـــــــة,0.00488329,14,0.0,7.72974,0.125893,3.55093,0.067,0.1382,5.60697,3.14106,17.9967,4.84453,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2024-01-30 00:00:00
lakhmess,لخمـــــــاس,0.00102071,15,0.000263,1.8544,0.0247956,0.414885,0.064865,0.99178,1.58171,0.564927,5.96631,4.43127,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2024-01-30 00:00:00
rmil,الرميـــــــل,0.0007956,16,0.0,0.6726,0.0149758,0.351561,0.00432,0.011268,1.39077,0.219437,5.54459,0.3544,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2024-01-30 00:00:00
birmcherga,بئر المشارقـــة,0.00550317,17,0.0012,12.9584,0.195281,6.22557,0.036,0.817384,4.52433,1.63365,14.4504,13.2576,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2024-01-30 00:00:00
rmel,الرمــــــل,0.00882999,18,0.006,4.9783,0.0342399,5.83498,0.186,0.285964,2.42798,0.908243,11.3459,0.900043,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2024-01-30 00:00:00
nebhana,نبهانــــــة,0.00197854,19,0.0,3.08264,0.0467004,1.16077,0.0,0.630347,3.34326,1.48796,12.2254,8.90704,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2024-01-30 00:00:00
sidisaad,سيدي سعـــد,0.0218846,20,0.012555,30.8238,0.390032,2.68116,0.365302,0.871261,7.94621,6.5329,30.2411,31.1213,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2024-01-30 00:00:00
elhaouareb,هـــــــوارب,7.26454e-05,21,0.0,0.00576132,0.00221165,0.108942,0.0,0.0846,2.40507,2.34545,9.86815,0.530032,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2024-01-30 00:00:00
sficifa,سفيسيفة,0.000437062,22,0.0,1.71246,0.00660305,0.373782,0.01,0.01,0.00757647,0.255826,1.11622,1.64348,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2024-01-30 00:00:00
sidiach,سيدي يعيــــش,0.001035,23,0.0,1.337,0.0230287,0.236498,0.0,0.0,0.0295391,0.467654,1.41713,1.91932,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2024-01-30 00:00:00
elbrek,البــــــــرك,0.0004884,24,0.0,0.06,0.0108669,0.133797,0.0,0.0,0.21066,0.117094,1.49186,0.06,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2024-01-30 00:00:00
bezirk,بزيـــــــغ,0.000244442,25,0.0,0.1842,0.00614024,0.173939,0.0,0.214,0.743096,0.234167,2.93523,0.5896,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2024-01-30 00:00:00
chiba,شيبـــــــة,9.19198e-07,26,0.0,0.000475792,2.97388e-05,0.000272191,0.0,0.0,1.11056,0.00965747,3.99006,0.00239247,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2024-01-30 00:00:00
masri,مصــــــري,0.004816,27,0.0,4.79116,0.0814539,1.14612,0.0,0.958905,0.629791,0.459501,2.62927,5.1928,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2024-01-30 00:00:00
lebna,لبنــــــــة,0.00128677,28,0.0,0.787939,0.0386857,0.368362,0.0,0.0,3.68089,0.510474,10.8685,2.60028,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2024-01-30 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.539448,0.0041741,0.628138,0.0,0.0,0.402662,0.0800851,2.95438,0.252212,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2024-01-30 00:00:00
abid,العبيـــــــد,0.00027266,30,0.0,0.831225,0.0190416,0.21196,0.0,0.0,0.684393,0.231397,3.28412,0.999157,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2024-01-30 00:00:00
mellegue,مـــــلاق,0.0,1,0.03,5.57281,0.137167,3.63852,0.978567,10.5508,12.5785,14.2172,96.9963,15.666,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2024-01-29 00:00:00
sarrat,سراط,0.00333441,36,0.0,8.01113,0.0393282,1.63876,0.022766,0.452207,0.775,2.65117,9.474,4.31829,21.0,546.0,21.0,1.0,2016,49.9167,26.5833,1850.0,2024-01-29 00:00:00
benmetir,بنيمطيــر,0.0144463,2,0.03456,33.5282,7.91913,17.3685,1.00224,5.21856,9.80926,5.17669,19.2621,18.1786,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2024-01-29 00:00:00
kasseb,كســاب,0.0659328,3,0.028512,19.2155,8.79564,17.4873,0.792612,5.21454,8.23838,5.75773,19.0229,15.0837,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2024-01-29 00:00:00
barbara,بربرة,0.0660006,4,0.100138,58.5172,12.9147,40.2118,13.1802,34.7302,18.4614,12.588,39.027,60.6689,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2024-01-29 00:00:00
sidisalem,سيدي ســــالم,0.310844,5,0.0432,198.351,26.2439,58.4267,6.44138,46.0962,84.6304,17.993,147.303,87.2691,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2024-01-29 00:00:00
bouheurtma,بو هرتمـــــه,0.0194611,6,0.007038,50.2192,12.455,29.0714,0.779196,8.14562,13.8111,12.2174,31.4231,25.4621,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2024-01-29 00:00:00
joumine,جوميــــــن,0.0999063,7,0.010372,30.1585,13.2117,19.4504,1.01279,1.71459,16.9966,8.71856,32.4278,22.1826,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2024-01-29 00:00:00
ghezala,غزالـــــــة,0.010083,8,0.0,1.82578,1.13871,1.37886,0.0,1.0881,2.15148,0.268715,3.76452,2.85893,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2024-01-29 00:00:00
melah,المالح,0.0212717,33,0.05641,5.1634,5.26807,6.42705,1.61853,5.9879,4.37,2.64468,11.2281,3.8066,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2024-01-29 00:00:00
tine,الطين,0.00178713,34,0.0,3.7366,1.10776,2.14877,0.0,0.0,3.32,1.18783,10.0258,2.3586,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2024-01-29 00:00:00
sejnane,سجنــــــان,0.146566,9,0.77202,43.2536,23.4341,33.0411,20.8308,115.093,28.3149,26.4057,61.146,77.9404,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2024-01-29 00:00:00
zarga,الزرقة,0.00336172,10,0.0,23.338,5.32934,11.8556,0.0,1.41065,5.37,4.22727,11.6635,14.84,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2024-01-29 00:00:00
kebir,الكبير,0.0182014,31,0.0,21.725,5.8256,12.5415,0.0,0.0,6.45991,4.38148,18.7608,5.7872,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2024-01-29 00:00:00
moula,المولى,0.00199675,32,0.09115,24.549,3.9982,7.99334,2.17808,7.92985,6.04198,2.77469,18.2071,26.337,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2024-01-29 00:00:00
